"Horodateur","Sur dix cours magistraux prévus de 8h à 10h, vous estimez être présent(e) combien de fois?","Même question pour des cours de 10h à 12h","Même question de 14h à 16h","Même question de 16h à 18h","Dans quelle école ou partie de Rennes 1 étudiez-vous?","En quelle année êtes-vous?"
"2019/01/28 7:45:23 PM UTC+2","2","8","8","6","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 7:50:10 PM UTC+2","8","8","8","8","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 7:51:49 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 7:53:22 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 8:00:42 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 8:04:04 PM UTC+2","6","7","6","6","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 8:10:30 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","2eme année du cycle préparatoire "
"2019/01/28 8:10:40 PM UTC+2","8","9","8","8","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 8:15:19 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 8:17:35 PM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 8:22:01 PM UTC+2","7","9","9","8","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 8:39:00 PM UTC+2","8","10","10","8","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/28 8:42:07 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 8:48:20 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 8:59:32 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 9:01:25 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 9:11:45 PM UTC+2","8","9","9","9","Mathématiques","L3"
"2019/01/28 9:11:52 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 9:13:45 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 9:22:16 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","3A"
"2019/01/28 9:23:38 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 9:27:42 PM UTC+2","3","5","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","2e année STPI"
"2019/01/28 9:30:23 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 9:35:21 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 9:44:48 PM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 9:53:11 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 9:53:13 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 9:59:55 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","1 STPI "
"2019/01/28 10:06:47 PM UTC+2","10","10","10","7","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:08:01 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/28 10:21:59 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 10:29:23 PM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 10:35:15 PM UTC+2","9","10","10","9","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/28 10:43:45 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","1STPI"
"2019/01/28 10:49:00 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 11:03:33 PM UTC+2","9","9","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/28 11:07:24 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/28 11:25:24 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)",""
"2019/01/28 11:44:19 PM UTC+2","6","8","6","4","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/29 12:00:28 AM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/29 1:29:13 AM UTC+2","8","9","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/29 1:39:37 AM UTC+2","10","9","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/29 8:39:50 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","1 STPI"
"2019/01/29 9:21:02 AM UTC+2","2","5","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/29 9:24:28 AM UTC+2","7","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/29 9:24:49 AM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/29 10:14:11 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/29 10:20:48 AM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/29 10:36:21 AM UTC+2","5","7","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/29 10:41:16 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/29 11:12:44 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/29 11:22:41 AM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","1e année cycle ingénieur insa"
"2019/01/29 12:12:58 PM UTC+2","5","7","9","7","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/29 12:34:57 PM UTC+2","6","4","10","3","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/29 12:47:36 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/29 12:48:03 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/29 12:54:47 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/29 1:14:19 PM UTC+2","6","7","8","7","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/29 1:19:10 PM UTC+2","2","5","5","2","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/29 1:21:35 PM UTC+2","7","7","7","7","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/29 1:35:22 PM UTC+2","8","9","10","10","Science et Propriété de la Matière (SPM)","M1"
"2019/01/29 2:06:40 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/29 2:28:46 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/29 3:09:18 PM UTC+2","1","2","5","5","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/29 4:30:05 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/29 4:55:08 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/29 5:10:53 PM UTC+2","7","9","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/29 5:31:35 PM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/29 6:44:49 PM UTC+2","8","9","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/29 7:08:51 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/29 7:27:12 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/29 8:02:20 PM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","BAC+4"
"2019/01/29 8:09:11 PM UTC+2","8","10","10","8","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/29 8:49:09 PM UTC+2","9","10","9","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/29 9:19:35 PM UTC+2","5","9","5","5","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/29 9:33:03 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/29 10:11:47 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/29 11:41:00 PM UTC+2","8","8","8","8","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/30 12:01:38 AM UTC+2","9","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/01/30 1:17:13 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/30 1:19:46 AM UTC+2","5","10","9","7","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/30 1:29:11 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/30 9:47:36 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/30 11:03:29 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/30 2:04:23 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/30 4:57:20 PM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/30 6:03:35 PM UTC+2","1","1","1","1","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/30 6:57:01 PM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/30 7:25:01 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/30 7:53:25 PM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","3e année INSA"
"2019/01/30 9:12:57 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/30 10:18:14 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/31 12:45:46 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/31 1:26:25 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/31 10:04:36 AM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/31 10:13:53 AM UTC+2","9","9","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/31 12:10:38 PM UTC+2","3","7","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/01/31 1:00:22 PM UTC+2","10","10","10","10","École Supérieure d'Ingénieurs de Rennes (ESIR)","L1"
"2019/01/31 1:38:02 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/01/31 2:52:40 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/31 3:01:50 PM UTC+2","8","10","10","8","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/01/31 3:41:03 PM UTC+2","9","10","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/31 4:14:00 PM UTC+2","9","10","7","7","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/01/31 10:57:01 PM UTC+2","1","3","3","1","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/01/31 11:59:49 PM UTC+2","10","10","7","7","Institut National des Sciences Appliquées de Rennes (INSA)","L2"
"2019/02/01 12:31:36 AM UTC+2","7","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/02/01 12:16:11 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/02/02 12:51:10 AM UTC+2","9","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/02/03 12:24:38 PM UTC+2","7","10","10","9","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/02/03 5:12:25 PM UTC+2","9","9","10","9","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/02/03 10:05:01 PM UTC+2","8","7","9","9","Science et Propriété de la Matière (SPM)","L2"
"2019/02/04 6:54:51 PM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/02/05 11:23:40 AM UTC+2","8","10","10","9","Institut National des Sciences Appliquées de Rennes (INSA)","M2"
"2019/02/05 11:26:47 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/02/06 12:17:08 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L3"
"2019/02/06 12:17:32 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","3ème année alternance"
"2019/02/06 9:11:29 PM UTC+2","9","9","9","9","Institut National des Sciences Appliquées de Rennes (INSA)","M1"
"2019/02/07 2:40:26 PM UTC+2","9","10","10","9","Science de la vie et de l'environnement (SVE)","M2"
"2019/02/08 5:50:59 PM UTC+2","10","10","10","10","Informatique (ISTIC)","M2"
"2019/02/09 12:05:12 AM UTC+2","10","10","10","10","Institut National des Sciences Appliquées de Rennes (INSA)","L1"
"2019/02/11 1:24:14 PM UTC+2","7","9","9","9","Science de la vie et de l'environnement (SVE)","M2"
"2019/02/11 1:27:23 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L3"
"2019/02/11 1:30:11 PM UTC+2","6","8","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/02/11 1:33:11 PM UTC+2","5","7","5","5","Science de la vie et de l'environnement (SVE)","M1"
"2019/02/11 1:40:23 PM UTC+2","2","8","10","8","Science de la vie et de l'environnement (SVE)","L2"
"2019/02/11 1:46:37 PM UTC+2","9","8","6","5","Science et Propriété de la Matière (SPM)","L1"
"2019/02/11 1:46:51 PM UTC+2","7","9","9","6","Science de la vie et de l'environnement (SVE)","L1"
"2019/02/11 1:48:02 PM UTC+2","10","9","10","9","Mathématiques","L3"
"2019/02/11 1:58:54 PM UTC+2","6","9","9","5","Informatique (ISTIC)","M2"
"2019/02/11 2:01:38 PM UTC+2","5","5","5","5","Informatique (ISTIC)","L3"
"2019/02/11 2:35:53 PM UTC+2","9","10","10","10","OSUR","M2"
"2019/02/11 2:36:12 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/02/11 2:39:22 PM UTC+2","5","9","9","7","Informatique (ISTIC)","L3"
"2019/02/11 2:40:22 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/02/11 2:44:40 PM UTC+2","10","10","10","10","Informatique (ISTIC)","M1"
"2019/02/11 2:54:25 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/02/11 3:26:06 PM UTC+2","9","9","8","8","Science et Propriété de la Matière (SPM)","L3"
"2019/02/11 3:27:30 PM UTC+2","7","10","10","9","Philosophie","M2"
"2019/02/11 3:51:40 PM UTC+2","8","10","10","10","Philosophie","L1"
"2019/02/11 3:53:22 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/02/11 4:07:35 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","M1"
"2019/02/11 4:07:38 PM UTC+2","9","10","10","9","Informatique (ISTIC)","L3"
"2019/02/11 4:18:37 PM UTC+2","5","8","9","9","Informatique (ISTIC)","L2"
"2019/02/11 4:26:12 PM UTC+2","1","9","9","9","Informatique (ISTIC)","M2"
"2019/02/11 4:41:45 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/02/11 4:46:04 PM UTC+2","4","7","9","8","","L1"
"2019/02/11 5:39:02 PM UTC+2","9","10","10","9","Science et Propriété de la Matière (SPM)","L2"
"2019/02/11 5:56:05 PM UTC+2","10","10","10","4","Science de la vie et de l'environnement (SVE)","L1"
"2019/02/11 6:08:23 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/02/11 6:15:34 PM UTC+2","4","7","8","4","Science de la vie et de l'environnement (SVE)","L1"
"2019/02/11 6:16:13 PM UTC+2","9","10","10","9","Science et Propriété de la Matière (SPM)","L3"
"2019/02/11 6:24:15 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L2"
"2019/02/11 6:42:15 PM UTC+2","9","10","10","9","Science de la vie et de l'environnement (SVE)","L3"
"2019/02/11 6:50:14 PM UTC+2","9","10","3","1","Science et Propriété de la Matière (SPM)","L2"
"2019/02/11 6:52:14 PM UTC+2","10","10","10","10","Science de la vie et de l'environnement (SVE)","L1"
"2019/02/11 7:31:39 PM UTC+2","10","10","10","10","Science et Propriété de la Matière (SPM)","L2"
"2019/02/11 7:43:13 PM UTC+2","5","8","10","10","Science de la vie et de l'environnement (SVE)","L3"
"2019/02/11 7:52:14 PM UTC+2","1","1","1","1","Science de la vie et de l'environnement (SVE)","L1"
"2019/02/11 7:57:27 PM UTC+2","6","9","8","7","École Supérieure d'Ingénieurs de Rennes (ESIR)","M1"
"2019/02/11 8:16:11 PM UTC+2","1","4","3","1","Science et Propriété de la Matière (SPM)","M1"
"2019/02/11 8:45:54 PM UTC+2","9","10","10","9","Science de la vie et de l'environnement (SVE)","L3"
"2019/02/11 9:21:55 PM UTC+2","8","10","10","9","Science de la vie et de l'environnement (SVE)","L1"
